model,n_samples,split,strategy,metric,score,similar
yolo11m,1024,test_a03,grid_search,precision,0.9006,True
yolo11m,1024,test_b01,baseline,precision,0.8323,False
yolo11m,1024,test_b01,bo_exploration,precision,0.7451,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.84,False
yolo11m,1024,test_b01,grid_search,precision,0.7285,False
yolo11m,1024,test_b02,baseline,precision,0.6837,False
yolo11m,1024,test_b02,bo_exploration,precision,0.582,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.6058,False
yolo11m,1024,test_b02,grid_search,precision,0.6131,False
yolo11m,1024,test_b03,baseline,precision,0.8544,False
yolo11m,1024,test_b03,bo_exploration,precision,0.4741,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.6783,False
yolo11m,1024,test_b03,grid_search,precision,0.4342,False
yolo11n,64,test_a01,baseline,precision,0.8734,True
yolo11n,64,test_a01,bo_exploration,precision,0.7872,True
yolo11n,64,test_a01,bo_exploitation,precision,0.6854,True
yolo11n,64,test_a01,grid_search,precision,0.6941,True
yolo11n,64,test_a02,baseline,precision,0.8102,True
yolo11n,64,test_a02,bo_exploration,precision,0.5909,True
yolo11n,64,test_a02,bo_exploitation,precision,0.7529,True
yolo11n,64,test_a02,grid_search,precision,0.6428,True
yolo11n,64,test_a03,baseline,precision,0.7391,True
yolo11n,64,test_a03,bo_exploration,precision,0.4169,True
yolo11n,64,test_a03,bo_exploitation,precision,0.4601,True
yolo11n,64,test_a03,grid_search,precision,0.4414,True
yolo11n,64,test_b01,baseline,precision,0.4787,False
yolo11n,64,test_b01,bo_exploration,precision,0.3015,False
yolo11n,64,test_b01,bo_exploitation,precision,0.2932,False
yolo11n,64,test_b01,grid_search,precision,0.205,False
yolo11n,64,test_b02,baseline,precision,0.7535,False
yolo11n,64,test_b02,bo_exploration,precision,0.6532,False
yolo11n,64,test_b02,bo_exploitation,precision,0.565,False
yolo11n,64,test_b02,grid_search,precision,0.478,False
yolo11n,64,test_b03,baseline,precision,0.2033,False
yolo11n,64,test_b03,bo_exploration,precision,0.2632,False
yolo11n,64,test_b03,bo_exploitation,precision,0.0318,False
yolo11n,64,test_b03,grid_search,precision,0.0621,False
yolo11n,256,test_a01,baseline,precision,0.926,True
yolo11n,256,test_a01,bo_exploration,precision,0.9364,True
yolo11n,256,test_a01,bo_exploitation,precision,0.9133,True
yolo11n,256,test_a01,grid_search,precision,0.9355,True
yolo11n,256,test_a02,baseline,precision,0.7968,True
yolo11n,256,test_a02,bo_exploration,precision,0.6685,True
yolo11n,256,test_a02,bo_exploitation,precision,0.6783,True
yolo11n,256,test_a02,grid_search,precision,0.6465,True
yolo11n,256,test_a03,baseline,precision,0.8265,True
yolo11n,256,test_a03,bo_exploration,precision,0.7988,True
yolo11n,256,test_a03,bo_exploitation,precision,0.8006,True
yolo11n,256,test_a03,grid_search,precision,0.8121,True
yolo11n,256,test_b01,baseline,precision,0.7153,False
yolo11n,256,test_b01,bo_exploration,precision,0.7178,False
yolo11n,256,test_b01,bo_exploitation,precision,0.7626,False
yolo11n,256,test_b01,grid_search,precision,0.6244,False
yolo11n,256,test_b02,baseline,precision,0.713,False
yolo11n,256,test_b02,bo_exploration,precision,0.6857,False
yolo11n,256,test_b02,bo_exploitation,precision,0.6572,False
yolo11n,256,test_b02,grid_search,precision,0.6857,False
yolo11n,256,test_b03,baseline,precision,0.366,False
yolo11n,256,test_b03,bo_exploration,precision,0.3657,False
yolo11n,256,test_b03,bo_exploitation,precision,0.4805,False
yolo11n,256,test_b03,grid_search,precision,0.1882,False
yolo11n,1024,test_a01,baseline,precision,0.9432,True
yolo11n,1024,test_a01,bo_exploration,precision,0.8943,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.8932,True
yolo11n,1024,test_a01,grid_search,precision,0.884,True
yolo11n,1024,test_a02,baseline,precision,0.8739,True
yolo11n,1024,test_a02,bo_exploration,precision,0.7758,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.7429,True
yolo11n,1024,test_a02,grid_search,precision,0.8791,True
yolo11n,1024,test_a03,baseline,precision,0.8208,True
yolo11n,1024,test_a03,bo_exploration,precision,0.8228,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.8368,True
yolo11n,1024,test_a03,grid_search,precision,0.8239,True
yolo11n,1024,test_b01,baseline,precision,0.7059,False
yolo11n,1024,test_b01,bo_exploration,precision,0.7574,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.7668,False
yolo11n,1024,test_b01,grid_search,precision,0.6765,False
yolo11n,1024,test_b02,baseline,precision,0.7756,False
yolo11n,1024,test_b02,bo_exploration,precision,0.8401,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.8401,False
yolo11n,1024,test_b02,grid_search,precision,0.7352,False
yolo11n,1024,test_b03,baseline,precision,0.9014,False
yolo11n,1024,test_b03,bo_exploration,precision,0.5248,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.7852,False
yolo11n,1024,test_b03,grid_search,precision,0.3868,False
yolo11m,64,test_a01,baseline,precision,0.9079,True
yolo11m,64,test_a01,bo_exploration,precision,0.815,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8454,True
yolo11m,64,test_a01,grid_search,precision,0.7415,True
yolo11m,64,test_a02,baseline,precision,0.7563,True
yolo11m,64,test_a02,bo_exploration,precision,0.5702,True
yolo11m,64,test_a02,bo_exploitation,precision,0.65,True
yolo11m,64,test_a02,grid_search,precision,0.5727,True
yolo11m,64,test_a03,baseline,precision,0.7718,True
yolo11m,64,test_a03,bo_exploration,precision,0.7439,True
yolo11m,64,test_a03,bo_exploitation,precision,0.7508,True
yolo11m,64,test_a03,grid_search,precision,0.5889,True
yolo11m,64,test_b01,baseline,precision,0.5109,False
yolo11m,64,test_b01,bo_exploration,precision,0.4435,False
yolo11m,64,test_b01,bo_exploitation,precision,0.4214,False
yolo11m,64,test_b01,grid_search,precision,0.3729,False
yolo11m,64,test_b02,baseline,precision,0.6578,False
yolo11m,64,test_b02,bo_exploration,precision,0.5452,False
yolo11m,64,test_b02,bo_exploitation,precision,0.5537,False
yolo11m,64,test_b02,grid_search,precision,0.4962,False
yolo11m,64,test_b03,baseline,precision,0.625,False
yolo11m,64,test_b03,bo_exploration,precision,0.2043,False
yolo11m,64,test_b03,bo_exploitation,precision,0.4754,False
yolo11m,64,test_b03,grid_search,precision,0.3846,False
yolo11m,256,test_a01,baseline,precision,0.9324,True
yolo11m,256,test_a01,bo_exploration,precision,0.8976,True
yolo11m,256,test_a01,bo_exploitation,precision,0.8699,True
yolo11m,256,test_a01,grid_search,precision,0.8849,True
yolo11m,256,test_a02,baseline,precision,0.8292,True
yolo11m,256,test_a02,bo_exploration,precision,0.7089,True
yolo11m,256,test_a02,bo_exploitation,precision,0.7216,True
yolo11m,256,test_a02,grid_search,precision,0.7142,True
yolo11m,256,test_a03,baseline,precision,0.8586,True
yolo11m,256,test_a03,bo_exploration,precision,0.7645,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8617,True
yolo11m,256,test_a03,grid_search,precision,0.8562,True
yolo11m,256,test_b01,baseline,precision,0.7949,False
yolo11m,256,test_b01,bo_exploration,precision,0.7952,False
yolo11m,256,test_b01,bo_exploitation,precision,0.7937,False
yolo11m,256,test_b01,grid_search,precision,0.656,False
yolo11m,256,test_b02,baseline,precision,0.4748,False
yolo11m,256,test_b02,bo_exploration,precision,0.4814,False
yolo11m,256,test_b02,bo_exploitation,precision,0.5071,False
yolo11m,256,test_b02,grid_search,precision,0.4506,False
yolo11m,256,test_b03,baseline,precision,0.7317,False
yolo11m,256,test_b03,bo_exploration,precision,0.5036,False
yolo11m,256,test_b03,bo_exploitation,precision,0.3649,False
yolo11m,256,test_b03,grid_search,precision,0.3649,False
yolo11m,1024,test_a01,baseline,precision,0.9442,True
yolo11m,1024,test_a01,bo_exploration,precision,0.9407,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.9149,True
yolo11m,1024,test_a01,grid_search,precision,0.8762,True
yolo11m,1024,test_a02,baseline,precision,0.8574,True
yolo11m,1024,test_a02,bo_exploration,precision,0.7538,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.8101,True
yolo11m,1024,test_a02,grid_search,precision,0.8577,True
yolo11m,1024,test_a03,baseline,precision,0.8683,True
yolo11m,1024,test_a03,bo_exploration,precision,0.8946,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.8946,True
yolo11m,1024,test_a03,grid_search,precision,0.882,True
yolo11m,1024,test_b01,baseline,precision,0.8121,False
yolo11m,1024,test_b01,bo_exploration,precision,0.7114,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.7223,False
yolo11m,1024,test_b01,grid_search,precision,0.6497,False
yolo11m,1024,test_b02,baseline,precision,0.5217,False
yolo11m,1024,test_b02,bo_exploration,precision,0.4604,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.5746,False
yolo11m,1024,test_b02,grid_search,precision,0.5809,False
yolo11m,1024,test_b03,baseline,precision,0.8913,False
yolo11m,1024,test_b03,bo_exploration,precision,0.6417,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.6937,False
yolo11m,1024,test_b03,grid_search,precision,0.4919,False
yolo11n,64,test_a01,baseline,precision,0.8952,True
yolo11n,64,test_a01,bo_exploration,precision,0.7852,True
yolo11n,64,test_a01,bo_exploitation,precision,0.7917,True
yolo11n,64,test_a01,grid_search,precision,0.7798,True
yolo11n,64,test_a02,baseline,precision,0.7075,True
yolo11n,64,test_a02,bo_exploration,precision,0.6503,True
yolo11n,64,test_a02,bo_exploitation,precision,0.6488,True
yolo11n,64,test_a02,grid_search,precision,0.593,True
yolo11n,64,test_a03,baseline,precision,0.7067,True
yolo11n,64,test_a03,bo_exploration,precision,0.6006,True
yolo11n,64,test_a03,bo_exploitation,precision,0.5863,True
yolo11n,64,test_a03,grid_search,precision,0.5216,True
yolo11n,64,test_b01,baseline,precision,0.39,False
yolo11n,64,test_b01,bo_exploration,precision,0.417,False
yolo11n,64,test_b01,bo_exploitation,precision,0.2637,False
yolo11n,64,test_b01,grid_search,precision,0.2043,False
yolo11n,64,test_b02,baseline,precision,0.7179,False
yolo11n,64,test_b02,bo_exploration,precision,0.6704,False
yolo11n,64,test_b02,bo_exploitation,precision,0.6286,False
yolo11n,64,test_b02,grid_search,precision,0.6239,False
yolo11n,64,test_b03,baseline,precision,0.7619,False
yolo11n,64,test_b03,bo_exploration,precision,0.4412,False
yolo11n,64,test_b03,bo_exploitation,precision,0.2991,False
yolo11n,64,test_b03,grid_search,precision,0.2301,False
yolo11n,256,test_a01,baseline,precision,0.9301,True
yolo11n,256,test_a01,bo_exploration,precision,0.8808,True
yolo11n,256,test_a01,bo_exploitation,precision,0.873,True
yolo11n,256,test_a01,grid_search,precision,0.8944,True
yolo11n,256,test_a02,baseline,precision,0.8036,True
yolo11n,256,test_a02,bo_exploration,precision,0.7284,True
yolo11n,256,test_a02,bo_exploitation,precision,0.7284,True
yolo11n,256,test_a02,grid_search,precision,0.7401,True
yolo11n,256,test_a03,baseline,precision,0.7785,True
yolo11n,256,test_a03,bo_exploration,precision,0.7048,True
yolo11n,256,test_a03,bo_exploitation,precision,0.7377,True
yolo11n,256,test_a03,grid_search,precision,0.6172,True
yolo11n,256,test_b01,baseline,precision,0.7078,False
yolo11n,256,test_b01,bo_exploration,precision,0.6936,False
yolo11n,256,test_b01,bo_exploitation,precision,0.6968,False
yolo11n,256,test_b01,grid_search,precision,0.5868,False
yolo11n,256,test_b02,baseline,precision,0.7449,False
yolo11n,256,test_b02,bo_exploration,precision,0.744,False
yolo11n,256,test_b02,bo_exploitation,precision,0.7504,False
yolo11n,256,test_b02,grid_search,precision,0.6929,False
yolo11n,256,test_b03,baseline,precision,0.7204,False
yolo11n,256,test_b03,bo_exploration,precision,0.7172,False
yolo11n,256,test_b03,bo_exploitation,precision,0.3983,False
yolo11n,256,test_b03,grid_search,precision,0.3179,False
yolo11n,1024,test_a01,baseline,precision,0.9477,True
yolo11n,1024,test_a01,bo_exploration,precision,0.9252,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.9038,True
yolo11n,1024,test_a01,grid_search,precision,0.8812,True
yolo11n,1024,test_a02,baseline,precision,0.8273,True
yolo11n,1024,test_a02,bo_exploration,precision,0.8101,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.7595,True
yolo11n,1024,test_a02,grid_search,precision,0.7855,True
yolo11n,1024,test_a03,baseline,precision,0.8056,True
yolo11n,1024,test_a03,bo_exploration,precision,0.7819,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.7994,True
yolo11n,1024,test_a03,grid_search,precision,0.7484,True
yolo11n,1024,test_b01,baseline,precision,0.7721,False
yolo11n,1024,test_b01,bo_exploration,precision,0.6723,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.6856,False
yolo11n,1024,test_b01,grid_search,precision,0.6023,False
yolo11n,1024,test_b02,baseline,precision,0.7602,False
yolo11n,1024,test_b02,bo_exploration,precision,0.7643,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.7293,False
yolo11n,1024,test_b02,grid_search,precision,0.7643,False
yolo11n,1024,test_b03,baseline,precision,0.8706,False
yolo11n,1024,test_b03,bo_exploration,precision,0.7931,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.4485,False
yolo11n,1024,test_b03,grid_search,precision,0.4485,False
yolo11m,64,test_a01,baseline,precision,0.878,True
yolo11m,64,test_a01,bo_exploration,precision,0.7946,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8017,True
yolo11m,64,test_a01,grid_search,precision,0.7377,True
yolo11m,64,test_a02,baseline,precision,0.7153,True
yolo11m,64,test_a02,bo_exploration,precision,0.6202,True
yolo11m,64,test_a02,bo_exploitation,precision,0.593,True
yolo11m,64,test_a02,grid_search,precision,0.5684,True
yolo11m,64,test_a03,baseline,precision,0.7745,True
yolo11m,64,test_a03,bo_exploration,precision,0.7613,True
yolo11m,64,test_a03,bo_exploitation,precision,0.768,True
yolo11m,64,test_a03,grid_search,precision,0.5231,True
yolo11m,64,test_b01,baseline,precision,0.6028,False
yolo11m,64,test_b01,bo_exploration,precision,0.379,False
yolo11m,64,test_b01,bo_exploitation,precision,0.5366,False
yolo11m,64,test_b01,grid_search,precision,0.3166,False
yolo11m,64,test_b02,baseline,precision,0.5298,False
yolo11m,64,test_b02,bo_exploration,precision,0.5773,False
yolo11m,64,test_b02,bo_exploitation,precision,0.5519,False
yolo11m,64,test_b02,grid_search,precision,0.5981,False
yolo11m,64,test_b03,baseline,precision,0.2489,False
yolo11m,64,test_b03,bo_exploration,precision,0.2782,False
yolo11m,64,test_b03,bo_exploitation,precision,0.087,False
yolo11m,64,test_b03,grid_search,precision,0.0367,False
yolo11m,256,test_a01,baseline,precision,0.9166,True
yolo11m,256,test_a01,bo_exploration,precision,0.9007,True
yolo11m,256,test_a01,bo_exploitation,precision,0.9084,True
yolo11m,256,test_a01,grid_search,precision,0.8897,True
yolo11m,256,test_a02,baseline,precision,0.8417,True
yolo11m,256,test_a02,bo_exploration,precision,0.6347,True
yolo11m,256,test_a02,bo_exploitation,precision,0.7163,True
yolo11m,256,test_a02,grid_search,precision,0.6347,True
yolo11m,256,test_a03,baseline,precision,0.823,True
yolo11m,256,test_a03,bo_exploration,precision,0.8452,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8816,True
yolo11m,256,test_a03,grid_search,precision,0.8576,True
yolo11m,256,test_b01,baseline,precision,0.6942,False
yolo11m,256,test_b01,bo_exploration,precision,0.5402,False
yolo11m,256,test_b01,bo_exploitation,precision,0.5728,False
yolo11m,256,test_b01,grid_search,precision,0.4242,False
yolo11m,256,test_b02,baseline,precision,0.5835,False
yolo11m,256,test_b02,bo_exploration,precision,0.5678,False
yolo11m,256,test_b02,bo_exploitation,precision,0.5702,False
yolo11m,256,test_b02,grid_search,precision,0.5227,False
yolo11m,256,test_b03,baseline,precision,0.9483,False
yolo11m,256,test_b03,bo_exploration,precision,0.416,False
yolo11m,256,test_b03,bo_exploitation,precision,0.5357,False
yolo11m,256,test_b03,grid_search,precision,0.1441,False
yolo11m,1024,test_a01,baseline,precision,0.9415,True
yolo11m,1024,test_a01,bo_exploration,precision,0.9333,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.9479,True
yolo11m,1024,test_a01,grid_search,precision,0.9472,True
yolo11m,1024,test_a02,baseline,precision,0.8755,True
yolo11m,1024,test_a02,bo_exploration,precision,0.7807,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.7807,True
yolo11m,1024,test_a02,grid_search,precision,0.7933,True
yolo11m,1024,test_a03,baseline,precision,0.8956,True
yolo11m,1024,test_a03,bo_exploration,precision,0.8879,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.8853,True
yolo11m,1024,test_a03,grid_search,precision,0.8879,True
yolo11m,1024,test_b01,baseline,precision,0.8163,False
yolo11m,1024,test_b01,bo_exploration,precision,0.8553,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.8227,False
yolo11m,1024,test_b01,grid_search,precision,0.8301,False
yolo11m,1024,test_b02,baseline,precision,0.6871,False
yolo11m,1024,test_b02,bo_exploration,precision,0.6907,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.6354,False
yolo11m,1024,test_b02,grid_search,precision,0.7019,False
yolo11m,1024,test_b03,baseline,precision,0.7304,False
yolo11m,1024,test_b03,bo_exploration,precision,0.7161,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.7676,False
yolo11m,1024,test_b03,grid_search,precision,0.3097,False
yolo11n,64,test_a01,baseline,precision,0.8386,True
yolo11n,64,test_a01,bo_exploration,precision,0.8276,True
yolo11n,64,test_a01,bo_exploitation,precision,0.7668,True
yolo11n,64,test_a01,grid_search,precision,0.8334,True
yolo11n,64,test_a02,baseline,precision,0.6675,True
yolo11n,64,test_a02,bo_exploration,precision,0.4395,True
yolo11n,64,test_a02,bo_exploitation,precision,0.4355,True
yolo11n,64,test_a02,grid_search,precision,0.497,True
yolo11n,64,test_a03,baseline,precision,0.7068,True
yolo11n,64,test_a03,bo_exploration,precision,0.6554,True
yolo11n,64,test_a03,bo_exploitation,precision,0.7173,True
yolo11n,64,test_a03,grid_search,precision,0.6899,True
yolo11n,64,test_b01,baseline,precision,0.4392,False
yolo11n,64,test_b01,bo_exploration,precision,0.4522,False
yolo11n,64,test_b01,bo_exploitation,precision,0.5672,False
yolo11n,64,test_b01,grid_search,precision,0.4516,False
yolo11n,64,test_b02,baseline,precision,0.7506,False
yolo11n,64,test_b02,bo_exploration,precision,0.7135,False
yolo11n,64,test_b02,bo_exploitation,precision,0.7135,False
yolo11n,64,test_b02,grid_search,precision,0.7135,False
yolo11n,64,test_b03,baseline,precision,0.3873,False
yolo11n,64,test_b03,bo_exploration,precision,0.3063,False
yolo11n,64,test_b03,bo_exploitation,precision,0.5446,False
yolo11n,64,test_b03,grid_search,precision,0.3409,False
yolo11n,256,test_a01,baseline,precision,0.9249,True
yolo11n,256,test_a01,bo_exploration,precision,0.9178,True
yolo11n,256,test_a01,bo_exploitation,precision,0.9176,True
yolo11n,256,test_a01,grid_search,precision,0.9216,True
yolo11n,256,test_a02,baseline,precision,0.7794,True
yolo11n,256,test_a02,bo_exploration,precision,0.6533,True
yolo11n,256,test_a02,bo_exploitation,precision,0.7011,True
yolo11n,256,test_a02,grid_search,precision,0.7011,True
yolo11n,256,test_a03,baseline,precision,0.727,True
yolo11n,256,test_a03,bo_exploration,precision,0.725,True
yolo11n,256,test_a03,bo_exploitation,precision,0.7147,True
yolo11n,256,test_a03,grid_search,precision,0.7169,True
yolo11n,256,test_b01,baseline,precision,0.7601,False
yolo11n,256,test_b01,bo_exploration,precision,0.7867,False
yolo11n,256,test_b01,bo_exploitation,precision,0.7429,False
yolo11n,256,test_b01,grid_search,precision,0.7502,False
yolo11n,256,test_b02,baseline,precision,0.878,False
yolo11n,256,test_b02,bo_exploration,precision,0.8538,False
yolo11n,256,test_b02,bo_exploitation,precision,0.8538,False
yolo11n,256,test_b02,grid_search,precision,0.8538,False
yolo11n,256,test_b03,baseline,precision,0.6505,False
yolo11n,256,test_b03,bo_exploration,precision,0.5727,False
yolo11n,256,test_b03,bo_exploitation,precision,0.8515,False
yolo11n,256,test_b03,grid_search,precision,0.4907,False
yolo11n,1024,test_a01,baseline,precision,0.9495,True
yolo11n,1024,test_a01,bo_exploration,precision,0.9122,True
yolo11n,1024,test_a01,bo_exploitation,precision,0.9132,True
yolo11n,1024,test_a01,grid_search,precision,0.9129,True
yolo11n,1024,test_a02,baseline,precision,0.8154,True
yolo11n,1024,test_a02,bo_exploration,precision,0.7402,True
yolo11n,1024,test_a02,bo_exploitation,precision,0.744,True
yolo11n,1024,test_a02,grid_search,precision,0.7635,True
yolo11n,1024,test_a03,baseline,precision,0.8194,True
yolo11n,1024,test_a03,bo_exploration,precision,0.7528,True
yolo11n,1024,test_a03,bo_exploitation,precision,0.7947,True
yolo11n,1024,test_a03,grid_search,precision,0.8176,True
yolo11n,1024,test_b01,baseline,precision,0.6525,False
yolo11n,1024,test_b01,bo_exploration,precision,0.7431,False
yolo11n,1024,test_b01,bo_exploitation,precision,0.6473,False
yolo11n,1024,test_b01,grid_search,precision,0.5202,False
yolo11n,1024,test_b02,baseline,precision,0.8287,False
yolo11n,1024,test_b02,bo_exploration,precision,0.7,False
yolo11n,1024,test_b02,bo_exploitation,precision,0.7,False
yolo11n,1024,test_b02,grid_search,precision,0.7,False
yolo11n,1024,test_b03,baseline,precision,0.6549,False
yolo11n,1024,test_b03,bo_exploration,precision,0.5066,False
yolo11n,1024,test_b03,bo_exploitation,precision,0.5333,False
yolo11n,1024,test_b03,grid_search,precision,0.4094,False
yolo11m,64,test_a01,baseline,precision,0.8742,True
yolo11m,64,test_a01,bo_exploration,precision,0.8395,True
yolo11m,64,test_a01,bo_exploitation,precision,0.8571,True
yolo11m,64,test_a01,grid_search,precision,0.857,True
yolo11m,64,test_a02,baseline,precision,0.7288,True
yolo11m,64,test_a02,bo_exploration,precision,0.5753,True
yolo11m,64,test_a02,bo_exploitation,precision,0.6061,True
yolo11m,64,test_a02,grid_search,precision,0.5721,True
yolo11m,64,test_a03,baseline,precision,0.7955,True
yolo11m,64,test_a03,bo_exploration,precision,0.8045,True
yolo11m,64,test_a03,bo_exploitation,precision,0.7576,True
yolo11m,64,test_a03,grid_search,precision,0.6417,True
yolo11m,64,test_b01,baseline,precision,0.6176,False
yolo11m,64,test_b01,bo_exploration,precision,0.5399,False
yolo11m,64,test_b01,bo_exploitation,precision,0.4587,False
yolo11m,64,test_b01,grid_search,precision,0.553,False
yolo11m,64,test_b02,baseline,precision,0.5723,False
yolo11m,64,test_b02,bo_exploration,precision,0.5415,False
yolo11m,64,test_b02,bo_exploitation,precision,0.5531,False
yolo11m,64,test_b02,grid_search,precision,0.5755,False
yolo11m,64,test_b03,baseline,precision,0.4691,False
yolo11m,64,test_b03,bo_exploration,precision,0.4176,False
yolo11m,64,test_b03,bo_exploitation,precision,0.4892,False
yolo11m,64,test_b03,grid_search,precision,0.3453,False
yolo11m,256,test_a01,baseline,precision,0.9112,True
yolo11m,256,test_a01,bo_exploration,precision,0.9301,True
yolo11m,256,test_a01,bo_exploitation,precision,0.8759,True
yolo11m,256,test_a01,grid_search,precision,0.863,True
yolo11m,256,test_a02,baseline,precision,0.8313,True
yolo11m,256,test_a02,bo_exploration,precision,0.7966,True
yolo11m,256,test_a02,bo_exploitation,precision,0.8042,True
yolo11m,256,test_a02,grid_search,precision,0.8174,True
yolo11m,256,test_a03,baseline,precision,0.8797,True
yolo11m,256,test_a03,bo_exploration,precision,0.8882,True
yolo11m,256,test_a03,bo_exploitation,precision,0.8665,True
yolo11m,256,test_a03,grid_search,precision,0.8882,True
yolo11m,256,test_b01,baseline,precision,0.7401,False
yolo11m,256,test_b01,bo_exploration,precision,0.6407,False
yolo11m,256,test_b01,bo_exploitation,precision,0.6441,False
yolo11m,256,test_b01,grid_search,precision,0.5881,False
yolo11m,256,test_b02,baseline,precision,0.6877,False
yolo11m,256,test_b02,bo_exploration,precision,0.6834,False
yolo11m,256,test_b02,bo_exploitation,precision,0.6834,False
yolo11m,256,test_b02,grid_search,precision,0.6834,False
yolo11m,256,test_b03,baseline,precision,0.3361,False
yolo11m,256,test_b03,bo_exploration,precision,0.3519,False
yolo11m,256,test_b03,bo_exploitation,precision,0.3519,False
yolo11m,256,test_b03,grid_search,precision,0.1873,False
yolo11m,1024,test_a01,baseline,precision,0.9234,True
yolo11m,1024,test_a01,bo_exploration,precision,0.892,True
yolo11m,1024,test_a01,bo_exploitation,precision,0.8858,True
yolo11m,1024,test_a01,grid_search,precision,0.8603,True
yolo11m,1024,test_a02,baseline,precision,0.8792,True
yolo11m,1024,test_a02,bo_exploration,precision,0.7953,True
yolo11m,1024,test_a02,bo_exploitation,precision,0.805,True
yolo11m,1024,test_a02,grid_search,precision,0.8082,True
yolo11m,1024,test_a03,baseline,precision,0.8951,True
yolo11m,1024,test_a03,bo_exploration,precision,0.8859,True
yolo11m,1024,test_a03,bo_exploitation,precision,0.8757,True
yolo11m,1024,test_a03,grid_search,precision,0.8757,True
yolo11m,1024,test_b01,baseline,precision,0.8369,False
yolo11m,1024,test_b01,bo_exploration,precision,0.7724,False
yolo11m,1024,test_b01,bo_exploitation,precision,0.797,False
yolo11m,1024,test_b01,grid_search,precision,0.6536,False
yolo11m,1024,test_b02,baseline,precision,0.6609,False
yolo11m,1024,test_b02,bo_exploration,precision,0.7579,False
yolo11m,1024,test_b02,bo_exploitation,precision,0.75,False
yolo11m,1024,test_b02,grid_search,precision,0.745,False
yolo11m,1024,test_b03,baseline,precision,0.8293,False
yolo11m,1024,test_b03,bo_exploration,precision,0.7643,False
yolo11m,1024,test_b03,bo_exploitation,precision,0.8444,False
yolo11m,1024,test_b03,grid_search,precision,0.4294,False
yolo11n,64,test_a01,baseline,precision,0.8738,True
yolo11n,64,test_a01,bo_exploration,precision,0.85,True
yolo11n,64,test_a01,bo_exploitation,precision,0.8644,True
yolo11n,64,test_a01,grid_search,precision,0.8685,True
yolo11n,64,test_a02,baseline,precision,0.7902,True
yolo11n,64,test_a02,bo_exploration,precision,0.6356,True
yolo11n,64,test_a02,bo_exploitation,precision,0.5976,True
yolo11n,64,test_a02,grid_search,precision,0.5647,True
yolo11n,64,test_a03,baseline,precision,0.7886,True
yolo11n,64,test_a03,bo_exploration,precision,0.7557,True
yolo11n,64,test_a03,bo_exploitation,precision,0.7493,True
yolo11n,64,test_a03,grid_search,precision,0.7337,True
yolo11n,64,test_b01,baseline,precision,0.596,False
yolo11n,64,test_b01,bo_exploration,precision,0.4115,False
yolo11n,64,test_b01,bo_exploitation,precision,0.5837,False
yolo11n,64,test_b01,grid_search,precision,0.3555,False
yolo11n,64,test_b02,baseline,precision,0.75,False
yolo11n,64,test_b02,bo_exploration,precision,0.6725,False
yolo11n,64,test_b02,bo_exploitation,precision,0.7556,False
yolo11n,64,test_b02,grid_search,precision,0.7556,False
yolo11n,64,test_b03,baseline,precision,0.587,False
yolo11n,64,test_b03,bo_exploration,precision,0.627,False
yolo11n,64,test_b03,bo_exploitation,precision,0.395,False
yolo11n,64,test_b03,grid_search,precision,0.2857,False
yolo11n,256,test_a01,baseline,precision,0.9055,True
yolo11n,256,test_a01,bo_exploration,precision,0.9206,True
yolo11n,256,test_a01,bo_exploitation,precision,0.8948,True
yolo11n,256,test_a01,grid_search,precision,0.8848,True
yolo11n,256,test_a02,baseline,precision,0.8239,True
yolo11n,256,test_a02,bo_exploration,precision,0.7796,True
yolo11n,256,test_a02,bo_exploitation,precision,0.8102,True
yolo11n,256,test_a02,grid_search,precision,0.7498,True
yolo11n,256,test_a03,baseline,precision,0.823,True
